Unnamed: 0,Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),Unnamed: 3,Unnamed: 4,Unnamed: 5,time
9824,1709759211.2,6.29793548583984,,,,,23.25
9825,1709759211.25,6.32093048095703,,,,,23.299999952316284
9826,1709759211.3,6.52022552490234,,,,,23.34999990463257
9827,1709759211.35,6.68629455566406,,,,,23.399999856948853
9828,1709759211.4,6.83448791503906,,,,,23.450000047683716
9829,1709759211.45,6.8779220581054705,,,,,23.5
9830,1709759211.5,6.88047790527344,,,,,23.549999952316284
9831,1709759211.55,7.0235595703125,,,,,23.59999990463257
9832,1709759211.6,7.8667068481445295,,,,,23.649999856948853
9833,1709759211.65,8.72007751464844,,,,,23.700000047683716
9834,1709759211.7,10.1764297485352,,,,,23.75
9835,1709759211.75,10.9889144897461,,,,,23.799999952316284
9836,1709759211.8,11.7273101806641,,,,,23.84999990463257
9837,1709759211.85,12.1795501708984,,,,,23.899999856948853
9838,1709759211.9,12.6726608276367,,,,,23.950000047683716
9839,1709759211.95,12.6522216796875,,,,,24.0
9840,1709759212.0,12.0313568115234,,,,,24.049999952316284
9841,1709759212.05,11.4156036376953,,,,,24.09999990463257
9842,1709759212.1,11.0144653320313,,,,,24.149999856948853
9843,1709759212.15,10.9454803466797,,,,,24.200000047683716
9844,1709759212.2,10.5877838134766,,,,,24.25
9845,1709759212.25,10.3578338623047,,,,,24.299999952316284
9846,1709759212.3,10.0742263793945,,,,,24.34999990463257
9847,1709759212.35,9.92348480224609,,,,,24.399999856948853
9848,1709759212.4,9.73696899414063,,,,,24.450000047683716
9849,1709759212.45,9.289840698242193,,,,,24.5
9850,1709759212.5,8.04811096191406,,,,,24.549999952316284
9851,1709759212.55,7.5013427734375,,,,,24.59999990463257
9852,1709759212.6,7.34037780761719,,,,,24.649999856948853
9853,1709759212.65,7.2586135864257795,,,,,24.700000047683716
9854,1709759212.7,6.96990203857422,,,,,24.75
9855,1709759212.75,6.78083038330078,,,,,24.799999952316284
9856,1709759212.8,6.81404876708984,,,,,24.84999990463257
9857,1709759212.85,7.000564575195311,,,,,24.899999856948853
9858,1709759212.9,7.322494506835939,,,,,24.950000047683716
9859,1709759212.95,7.46812438964844,,,,,25.0
9860,1709759213.0,7.378700256347661,,,,,25.049999952316284
9861,1709759213.05,7.20240783691406,,,,,25.09999990463257
9862,1709759213.1,7.34293365478516,,,,,25.149999856948853
9863,1709759213.15,7.59843444824219,,,,,25.200000047683716
9864,1709759213.2,7.67507934570313,,,,,25.25
9865,1709759213.25,7.44768524169922,,,,,25.299999952316284
9866,1709759213.3,6.91624450683594,,,,,25.34999990463257
9867,1709759213.35,6.51255798339844,,,,,25.399999856948853
9868,1709759213.4,5.75883483886719,,,,,25.450000047683716
9869,1709759213.45,5.367919921875,,,,,25.5
9870,1709759213.5,5.22483825683594,,,,,25.549999952316284
9871,1709759213.55,5.47267150878906,,,,,25.59999990463257
9872,1709759213.6,6.13441467285156,,,,,25.649999856948853
9873,1709759213.65,6.632644653320311,,,,,25.700000047683716
9874,1709759213.7,7.790054321289059,,,,,25.75
9875,1709759213.75,8.54122924804688,,,,,25.799999952316284
9876,1709759213.8,9.14165496826172,,,,,25.84999990463257
9877,1709759213.85,9.58366394042969,,,,,25.899999856948853
9878,1709759213.9,10.2990646362305,,,,,25.950000047683716
9879,1709759213.95,10.6669845581055,,,,,26.0
9880,1709759214.0,11.2112045288086,,,,,26.049999952316284
9881,1709759214.05,11.5765686035156,,,,,26.09999990463257
9882,1709759214.1,11.9266052246094,,,,,26.149999856948853
9883,1709759214.15,11.9266052246094,,,,,26.200000047683716
9884,1709759214.2,11.9112701416016,,,,,26.25
9885,1709759214.25,11.7911834716797,,,,,26.299999952316284
9886,1709759214.3,11.2444152832031,,,,,26.34999990463257
